Transaction ID,Date,Day of Week,Time,Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
#3332 424,13-Oct-20,Tuesday,16,MasterCard,PIN,£70,ATM,Fashion,United Kingdom,USA,United Kingdom,F,53.5,Metro,0
#3129 696,13-Oct-20,Tuesday,8,MasterCard,CVC,£224,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,43.3,Metro,0
#3329 501,13-Oct-20,Tuesday,18,MasterCard,CVC,£11,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,23.6,Lloyds,0
#2882 822,13-Oct-20,Tuesday,2,Visa,PIN,£355,POS,Electronics,USA,USA,United Kingdom,F,44.4,Barclays,1
#2690 247,14-Oct-20,Wednesday,9,MasterCard,PIN,£135,POS,Gaming,USA,USA,USA,M,56.7,Lloyds,0
#3214 502,13-Oct-20,Tuesday,19,Visa,CVC,£323,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,46.4,Barclays,0
#3323 659,13-Oct-20,Tuesday,6,Visa,Tap,£27,POS,Food,Russia,Russia,United Kingdom,F,57.2,Barclays,1
#2899 939,13-Oct-20,Tuesday,17,Visa,PIN,£283,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,58.8,Halifax,0
#2981 469,14-Oct-20,Wednesday,1,Visa,PIN,£204,POS,Electronics,India,India,United Kingdom,M,36.2,Barclays,1
#2895 025,13-Oct-20,Tuesday,12,Visa,PIN,£204,POS,Children,India,India,India,F,65.6,Barclays,0
#2977 952,13-Oct-20,Tuesday,14,MasterCard,CVC,£314,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,51.6,Barclays,0
#3262 856,13-Oct-20,Tuesday,8,MasterCard,CVC,£384,Online,Restaurant,Russia,Russia,United Kingdom,F,41.3,Barlcays,1
#3503 613,14-Oct-20,Wednesday,15,Visa,Tap,£25,POS,Children,United Kingdom,India,United Kingdom,M,38.2,Halifax,0
#2547 292,14-Oct-20,Wednesday,7,Visa,PIN,£371,POS,Entertainment,Russia,Russia,Russia,F,41.3,Barclays,0
#2728 430,13-Oct-20,Tuesday,0,MasterCard,CVC,£21,Online,Gaming,China,China,United Kingdom,F,48.2,Monzo,1
#2878 872,13-Oct-20,Tuesday,22,Visa,CVC,£26,Online,Restaurant,China,China,United Kingdom,M,68.6,Barclays,1
#3183 609,14-Oct-20,Wednesday,4,Visa,CVC,£18,Online,Restaurant,Russia,Russia,United Kingdom,F,36.0,Halifax,1
#3137 426,13-Oct-20,Tuesday,16,MasterCard,Tap,£18,POS,Services,China,China,United Kingdom,M,55.6,Monzo,1
#2873 029,13-Oct-20,Tuesday,2,Visa,Tap,£27,POS,Services,India,India,United Kingdom,F,62.9,Barclays,1
#3121 358,13-Oct-20,Tuesday,1,MasterCard,Tap,£19,POS,Restaurant,China,China,United Kingdom,F,51.6,Metro,1
#3521 438,13-Oct-20,Tuesday,10,Visa,CVC,£390,Online,Gaming,Russia,Russia,United Kingdom,M,50.1,Barlcays,1
#2672 073,13-Oct-20,Tuesday,23,MasterCard,PIN,£395,ATM,Gaming,China,China,United Kingdom,F,41.4,Barclays,0
#3677 880,13-Oct-20,Tuesday,13,Visa,Tap,£5,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,31.9,RBS,0
#3410 017,14-Oct-20,Wednesday,18,MasterCard,Tap,£18,POS,Fashion,United Kingdom,Russia,United Kingdom,M,27.6,Barclays,1
#2730 186,14-Oct-20,Wednesday,2,Visa,PIN,£16,ATM,Food,China,China,United Kingdom,F,34.3,Barclays,1
#2749 931,13-Oct-20,Tuesday,14,MasterCard,CVC,£24,Online,Children,United Kingdom,India,United Kingdom,M,33.1,Barclays,1
#2698 278,14-Oct-20,Wednesday,11,MasterCard,PIN,£20,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,47.9,Barclays,0
#3056 597,13-Oct-20,Tuesday,6,MasterCard,CVC,£23,Online,Products,Russia,Russia,United Kingdom,M,36.9,Halifax,1
#2818 657,14-Oct-20,Wednesday,14,Visa,PIN,£334,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,33.6,Barclays,0
#2571 399,13-Oct-20,Tuesday,11,MasterCard,CVC,£237,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,38.5,Metro,0
#3254 977,13-Oct-20,Tuesday,16,Visa,Tap,£13,POS,Products,United Kingdom,Russia,United Kingdom,M,50.6,RBS,0
#3525 482,14-Oct-20,Wednesday,14,Visa,PIN,£241,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,45.5,Barclays,0
#3640 773,14-Oct-20,Wednesday,20,MasterCard,PIN,£11,ATM,Gaming,USA,USA,USA,F,46.2,Metro,0
#2625 376,14-Oct-20,Wednesday,21,Visa,CVC,£122,Online,Electronics,Russia,Russia,United Kingdom,M,54.0,Lloyds,1
#3643 262,14-Oct-20,Wednesday,20,MasterCard,CVC,£27,Online,Children,USA,United Kingdom,USA,M,31.0,Barclays,1
#3397 625,14-Oct-20,Wednesday,5,Visa,CVC,£16,Online,Services,Russia,Russia,United Kingdom,M,42.5,Barclays,1
#3154 021,14-Oct-20,Wednesday,10,Visa,PIN,£30,ATM,Services,Russia,Russia,United Kingdom,M,47.0,Barclays,0
#3568 872,13-Oct-20,Tuesday,6,MasterCard,Tap,£11,POS,Electronics,USA,USA,United Kingdom,F,22.1,Barlcays,1
#3027 781,14-Oct-20,Wednesday,6,MasterCard,Tap,£16,POS,Children,United Kingdom,India,United Kingdom,M,41.8,RBS,1
#3285 493,13-Oct-20,Tuesday,19,MasterCard,PIN,£226,ATM,Children,United Kingdom,Russia,United Kingdom,F,40.4,HSBC,0
#3419 149,13-Oct-20,Tuesday,10,Visa,CVC,£9,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,49.3,Lloyds,0
#3596 883,14-Oct-20,Wednesday,13,Visa,PIN,£63,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,50.7,Barclays,0
#2785 506,13-Oct-20,Tuesday,19,MasterCard,PIN,£287,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,41.0,Barclays,0
#3557 614,13-Oct-20,Tuesday,4,MasterCard,CVC,£18,Online,Gaming,USA,USA,United Kingdom,M,46.8,HSBC,1
#3383 179,13-Oct-20,Tuesday,21,MasterCard,Tap,£27,POS,Fashion,Russia,Russia,United Kingdom,F,35.4,Barlcays,1
#2689 754,13-Oct-20,Tuesday,1,Visa,CVC,£11,Online,Electronics,United Kingdom,Russia,United Kingdom,M,51.5,Barclays,1
#3548 142,13-Oct-20,Tuesday,11,MasterCard,PIN,£208,POS,Children,China,China,United Kingdom,F,44.1,HSBC,1
#3671 041,13-Oct-20,Tuesday,7,MasterCard,PIN,£12,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,42.8,Barclays,0
#2826 076,13-Oct-20,Tuesday,4,MasterCard,Tap,£26,POS,Electronics,USA,USA,United Kingdom,F,31.8,HSBC,1
#2890 492,13-Oct-20,Tuesday,7,Visa,Tap,£25,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,38.6,Metro,0
#2861 876,13-Oct-20,Tuesday,21,MasterCard,CVC,£233,Online,Children,Russia,Russia,Russia,M,60.1,Metro,0
#3088 130,14-Oct-20,Wednesday,23,MasterCard,Tap,£11,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,51.1,HSBC,0
#3454 162,14-Oct-20,Wednesday,11,Visa,PIN,£12,ATM,Gaming,Russia,Russia,United Kingdom,M,39.8,RBS,1
#3363 622,14-Oct-20,Wednesday,21,MasterCard,CVC,£5,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,42.7,Barclays,0
#2957 722,14-Oct-20,Wednesday,13,Visa,PIN,£14,ATM,Subscription,United Kingdom,USA,United Kingdom,M,61.7,Lloyds,0
#2750 460,14-Oct-20,Wednesday,12,Visa,CVC,£27,Online,Children,China,China,United Kingdom,M,55.3,Barlcays,1
#3661 513,14-Oct-20,Wednesday,14,Visa,CVC,£155,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,52.4,Barlcays,0
#3626 187,14-Oct-20,Wednesday,19,Visa,CVC,£260,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,61.9,Monzo,0
#3336 979,14-Oct-20,Wednesday,13,Visa,PIN,£7,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,35.7,Lloyds,0
#2809 177,13-Oct-20,Tuesday,19,MasterCard,PIN,£30,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,55.8,Halifax,0
#2786 669,13-Oct-20,Tuesday,0,Visa,Tap,£13,POS,Electronics,India,India,United Kingdom,M,23.1,HSBC,1
#2887 652,13-Oct-20,Tuesday,13,MasterCard,CVC,£167,Online,Entertainment,USA,USA,USA,F,46.7,Barclays,0
#3132 531,14-Oct-20,Wednesday,10,MasterCard,PIN,£9,ATM,Electronics,United Kingdom,USA,United Kingdom,M,26.2,Barclays,1
#2953 656,13-Oct-20,Tuesday,0,Visa,Tap,£7,POS,Entertainment,China,China,United Kingdom,M,58.2,Halifax,1
#3079 077,14-Oct-20,Wednesday,6,Visa,CVC,£19,Online,Electronics,India,India,United Kingdom,F,52.7,Barclays,1
#3531 578,14-Oct-20,Wednesday,13,Visa,Tap,£23,POS,Restaurant,China,China,United Kingdom,M,50.2,Monzo,1
#2629 632,13-Oct-20,Tuesday,17,MasterCard,PIN,£11,ATM,Gaming,India,India,India,M,33.0,Barlcays,0
#2602 815,13-Oct-20,Tuesday,14,MasterCard,Tap,£22,POS,Fashion,India,India,United Kingdom,M,39.5,Barclays,1
#3474 343,14-Oct-20,Wednesday,9,Visa,CVC,£29,Online,Subscription,Russia,Russia,United Kingdom,F,39.8,Halifax,1
#2919 446,13-Oct-20,Tuesday,17,MasterCard,PIN,£19,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,50.0,Halifax,0
#3565 182,14-Oct-20,Wednesday,16,Visa,PIN,£243,POS,Services,India,India,India,M,41.0,Metro,0
#3012 701,13-Oct-20,Tuesday,3,MasterCard,PIN,£29,ATM,Fashion,India,India,United Kingdom,F,53.9,Metro,1
#3663 691,14-Oct-20,Wednesday,15,MasterCard,PIN,£213,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,52.4,Lloyds,0
#3594 500,13-Oct-20,Tuesday,8,MasterCard,PIN,£237,POS,Children,United Kingdom,Russia,United Kingdom,M,58.8,Barclays,0
#3387 559,14-Oct-20,Wednesday,14,MasterCard,Tap,£21,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,52.1,Barclays,0
#2828 486,14-Oct-20,Wednesday,8,MasterCard,PIN,£71,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,44.3,Halifax,0
#2806 549,13-Oct-20,Tuesday,6,MasterCard,Tap,£22,POS,Products,China,China,United Kingdom,M,37.7,HSBC,1
#2985 286,13-Oct-20,Tuesday,10,MasterCard,Tap,£20,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,31.3,Halifax,0
#2568 856,13-Oct-20,Tuesday,23,Visa,PIN,£12,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,50.2,Barlcays,0
#2725 316,14-Oct-20,Wednesday,16,MasterCard,PIN,£29,ATM,Children,India,India,United Kingdom,F,42.3,Barlcays,1
#3514 640,13-Oct-20,Tuesday,6,Visa,CVC,£13,Online,Gaming,Russia,Russia,United Kingdom,F,35.7,Monzo,1
#3671 150,14-Oct-20,Wednesday,16,MasterCard,Tap,£24,POS,Entertainment,Russia,Russia,United Kingdom,M,30.8,Metro,1
#3024 733,13-Oct-20,Tuesday,8,Visa,CVC,£323,Online,Children,India,India,United Kingdom,F,31.2,RBS,1
#3266 476,14-Oct-20,Wednesday,19,Visa,PIN,£26,ATM,Products,China,China,United Kingdom,M,53.1,Barlcays,1
#3603 598,14-Oct-20,Wednesday,19,MasterCard,CVC,£376,Online,Food,India,India,India,M,60.7,RBS,0
#2984 724,14-Oct-20,Wednesday,20,MasterCard,CVC,£21,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,44.3,Lloyds,0
#2923 944,13-Oct-20,Tuesday,17,MasterCard,PIN,£233,POS,Subscription,Russia,Russia,Russia,M,54.0,HSBC,0
#2921 511,13-Oct-20,Tuesday,23,Visa,CVC,£18,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,40.7,Barclays,0
#2693 318,13-Oct-20,Tuesday,18,MasterCard,CVC,£69,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,57.1,RBS,0
#3648 058,14-Oct-20,Wednesday,18,MasterCard,PIN,£224,POS,Gaming,Russia,Russia,United Kingdom,F,36.9,RBS,0
#2927 560,14-Oct-20,Wednesday,15,Visa,CVC,£180,Online,Subscription,Russia,Russia,United Kingdom,F,41.3,Barlcays,0
#3424 805,13-Oct-20,Tuesday,6,MasterCard,CVC,£285,Online,Children,India,India,United Kingdom,M,47.1,Monzo,1
#3134 658,14-Oct-20,Wednesday,10,Visa,PIN,£6,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,45.3,Metro,0
#2728 735,13-Oct-20,Tuesday,7,Visa,PIN,£399,ATM,Fashion,India,India,United Kingdom,F,48.7,Barclays,1
#3451 578,14-Oct-20,Wednesday,11,Visa,CVC,£178,Online,Entertainment,China,China,United Kingdom,M,42.4,RBS,1
#3172 584,14-Oct-20,Wednesday,11,MasterCard,CVC,£121,Online,Restaurant,USA,USA,United Kingdom,M,35.7,Barclays,0
#2864 723,13-Oct-20,Tuesday,8,MasterCard,Tap,£25,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,37.9,Barclays,0
#3027 753,13-Oct-20,Tuesday,19,MasterCard,PIN,£16,ATM,Electronics,United Kingdom,Russia,United Kingdom,M,44.3,Lloyds,1
#3416 839,13-Oct-20,Tuesday,3,Visa,PIN,£364,ATM,Children,China,China,United Kingdom,M,36.8,Barclays,1
#2854 937,13-Oct-20,Tuesday,5,MasterCard,Tap,£20,POS,Electronics,Russia,Russia,United Kingdom,M,35.7,Barclays,1
#3602 172,14-Oct-20,Wednesday,17,Visa,CVC,£28,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,28.0,Halifax,0
#2944 597,14-Oct-20,Wednesday,17,MasterCard,PIN,£15,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,24.6,Lloyds,0
#3531 858,13-Oct-20,Tuesday,10,Visa,PIN,£369,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,55.2,Lloyds,0
#3118 488,14-Oct-20,Wednesday,5,MasterCard,CVC,£11,Online,Services,India,India,United Kingdom,F,48.7,Metro,1
#3333 525,14-Oct-20,Wednesday,4,Visa,PIN,£16,ATM,Children,Russia,Russia,United Kingdom,M,30.5,Lloyds,1
#3402 230,13-Oct-20,Tuesday,0,Visa,CVC,£10,Online,Electronics,India,India,United Kingdom,F,53.0,Metro,1
#3448 723,14-Oct-20,Wednesday,5,Visa,CVC,£128,Online,Subscription,USA,USA,United Kingdom,M,53.4,Monzo,1
#2783 762,13-Oct-20,Tuesday,18,Visa,PIN,£105,POS,Gaming,USA,USA,USA,F,40.3,Metro,0
#3052 890,14-Oct-20,Wednesday,15,MasterCard,Tap,£18,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,52.5,HSBC,0
#3216 068,13-Oct-20,Tuesday,6,Visa,PIN,£6,ATM,Subscription,China,China,United Kingdom,M,40.4,Barclays,1
#2723 302,13-Oct-20,Tuesday,23,Visa,PIN,£28,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,53.5,Barclays,0
#3598 847,13-Oct-20,Tuesday,1,Visa,PIN,£18,ATM,Electronics,United Kingdom,USA,United Kingdom,M,45.2,Monzo,1
#2903 682,13-Oct-20,Tuesday,5,MasterCard,PIN,£69,ATM,Electronics,USA,USA,United Kingdom,F,36.6,RBS,1
#2560 412,14-Oct-20,Wednesday,22,MasterCard,CVC,£27,Online,Children,Russia,United Kingdom,Russia,F,36.7,RBS,1
#3323 924,14-Oct-20,Wednesday,6,Visa,Tap,£9,POS,Fashion,United Kingdom,China,United Kingdom,F,64.4,Monzo,1
#3560 897,13-Oct-20,Tuesday,16,Visa,PIN,£24,ATM,Fashion,China,China,United Kingdom,F,38.1,RBS,1
#3188 475,14-Oct-20,Wednesday,0,Visa,CVC,£12,Online,Gaming,China,United Kingdom,China,M,36.6,RBS,1
#2805 564,13-Oct-20,Tuesday,19,Visa,PIN,£28,ATM,Restaurant,China,China,United Kingdom,M,53.6,HSBC,1
#2925 000,13-Oct-20,Tuesday,1,MasterCard,CVC,£257,Online,Services,Russia,Russia,United Kingdom,M,54.2,Barclays,1
#3362 145,14-Oct-20,Wednesday,0,Visa,Tap,£6,POS,Food,China,China,United Kingdom,F,45.9,Monzo,1
#3074 056,13-Oct-20,Tuesday,1,Visa,Tap,£19,POS,Fashion,India,India,United Kingdom,F,55.6,Halifax,1
#2553 476,14-Oct-20,Wednesday,10,Visa,PIN,£218,POS,Services,USA,USA,USA,M,36.5,Lloyds,0
#3127 425,13-Oct-20,Tuesday,9,MasterCard,Tap,£10,POS,Restaurant,USA,USA,USA,M,38.0,Barclays,0
#3372 525,14-Oct-20,Wednesday,16,Visa,Tap,£20,POS,Gaming,Russia,Russia,United Kingdom,F,20.6,Lloyds,1
#2893 238,14-Oct-20,Wednesday,1,MasterCard,CVC,£10,Online,Subscription,United Kingdom,USA,United Kingdom,M,53.1,Barclays,1
#2554 908,14-Oct-20,Wednesday,8,Visa,CVC,£16,Online,Children,United Kingdom,Russia,United Kingdom,F,55.3,Monzo,1
#2673 670,14-Oct-20,Wednesday,0,Visa,PIN,£12,ATM,Fashion,United Kingdom,Russia,United Kingdom,M,44.9,Barlcays,1
#2838 959,13-Oct-20,Tuesday,18,Visa,Tap,£12,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,38.0,Lloyds,0
#3379 538,13-Oct-20,Tuesday,22,Visa,PIN,£22,ATM,Food,USA,USA,United Kingdom,F,44.4,HSBC,0
#3547 252,14-Oct-20,Wednesday,17,Visa,PIN,£396,POS,Electronics,China,China,United Kingdom,F,31.3,HSBC,1
#2710 298,14-Oct-20,Wednesday,7,Visa,Tap,£8,POS,Children,India,India,India,M,51.2,Halifax,0
#2906 231,14-Oct-20,Wednesday,6,MasterCard,PIN,£14,ATM,Fashion,Russia,Russia,United Kingdom,M,54.7,Barlcays,1
#2698 910,13-Oct-20,Tuesday,22,Visa,PIN,£23,ATM,Services,United Kingdom,India,United Kingdom,M,51.9,HSBC,0
#2835 835,14-Oct-20,Wednesday,21,Visa,CVC,£195,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,38.5,Monzo,0
#3383 545,13-Oct-20,Tuesday,12,Visa,PIN,£357,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,52.4,Lloyds,0
#3058 276,13-Oct-20,Tuesday,15,Visa,Tap,£14,POS,Products,Russia,Russia,United Kingdom,M,48.6,Monzo,1
#3466 797,13-Oct-20,Tuesday,9,Visa,PIN,£18,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,68.1,HSBC,0
#3377 295,14-Oct-20,Wednesday,13,MasterCard,Tap,£13,POS,Entertainment,Russia,Russia,United Kingdom,M,51.2,Barclays,1
#3045 424,13-Oct-20,Tuesday,19,Visa,PIN,£295,ATM,Restaurant,India,India,India,M,48.9,Barclays,0
#3540 816,13-Oct-20,Tuesday,6,Visa,CVC,£5,Online,Restaurant,USA,USA,United Kingdom,M,60.6,Barlcays,1
#3214 366,14-Oct-20,Wednesday,7,MasterCard,PIN,£132,POS,Entertainment,United Kingdom,India,United Kingdom,M,31.9,HSBC,0
#2803 747,13-Oct-20,Tuesday,8,Visa,PIN,£364,POS,Products,Russia,Russia,United Kingdom,F,54.3,Barclays,0
#2934 889,13-Oct-20,Tuesday,14,Visa,PIN,£43,POS,Children,USA,USA,United Kingdom,F,44.4,Monzo,1
#2587 682,14-Oct-20,Wednesday,12,MasterCard,PIN,£28,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,31.0,HSBC,0
#3380 243,14-Oct-20,Wednesday,23,MasterCard,PIN,£30,ATM,Children,India,India,India,M,48.3,Metro,0
#2978 950,13-Oct-20,Tuesday,6,Visa,Tap,£12,POS,Restaurant,Russia,Russia,United Kingdom,F,28.1,Barlcays,1
#2745 900,13-Oct-20,Tuesday,12,Visa,PIN,£13,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,46.6,Barclays,0
#2782 310,14-Oct-20,Wednesday,2,Visa,CVC,£315,Online,Children,China,United Kingdom,China,M,44.0,Barclays,1
#3144 944,14-Oct-20,Wednesday,7,Visa,PIN,£25,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,39.5,Barclays,0
#3284 036,14-Oct-20,Wednesday,5,Visa,Tap,£16,POS,Food,India,India,United Kingdom,M,42.2,Barclays,1
#3584 552,14-Oct-20,Wednesday,13,Visa,PIN,£27,ATM,Restaurant,Russia,Russia,United Kingdom,F,40.7,Barclays,1
#2640 594,13-Oct-20,Tuesday,22,Visa,Tap,£9,POS,Restaurant,United Kingdom,Russia,United Kingdom,F,38.7,Monzo,0
#2561 873,14-Oct-20,Wednesday,1,Visa,CVC,£5,Online,Subscription,United Kingdom,USA,United Kingdom,F,41.4,Metro,1
#2884 663,13-Oct-20,Tuesday,17,MasterCard,PIN,£10,ATM,Children,Russia,Russia,United Kingdom,F,53.9,Barclays,1
#2580 522,13-Oct-20,Tuesday,10,Visa,CVC,£6,Online,Fashion,India,India,United Kingdom,F,63.5,Barlcays,1
#3494 387,13-Oct-20,Tuesday,8,MasterCard,PIN,£24,ATM,Children,China,China,United Kingdom,F,37.7,Barclays,1
#3161 081,14-Oct-20,Wednesday,14,Visa,PIN,£23,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,40.0,HSBC,0
#2717 650,13-Oct-20,Tuesday,4,Visa,CVC,£157,Online,Fashion,India,India,United Kingdom,F,37.1,Barclays,1
#3540 418,13-Oct-20,Tuesday,8,Visa,CVC,£23,Online,Services,United Kingdom,India,United Kingdom,M,45.1,Lloyds,0
#2786 505,14-Oct-20,Wednesday,14,MasterCard,PIN,£211,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,38.5,RBS,0
#3450 558,14-Oct-20,Wednesday,16,Visa,PIN,£17,ATM,Gaming,Russia,Russia,Russia,F,33.9,Barclays,0
#3414 624,14-Oct-20,Wednesday,23,Visa,PIN,£28,ATM,Food,China,China,China,M,34.2,Barlcays,0
#3099 320,13-Oct-20,Tuesday,3,Visa,Tap,£22,POS,Subscription,Russia,Russia,United Kingdom,M,38.5,Halifax,1
#3223 156,14-Oct-20,Wednesday,14,MasterCard,CVC,£12,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,55.0,Monzo,0
#3078 124,14-Oct-20,Wednesday,15,MasterCard,CVC,£13,Online,Subscription,Russia,Russia,United Kingdom,M,59.5,Halifax,1
#2962 135,14-Oct-20,Wednesday,12,Visa,PIN,£290,POS,Electronics,United Kingdom,China,United Kingdom,F,31.3,Barclays,0
#3089 393,13-Oct-20,Tuesday,10,Visa,PIN,£81,ATM,Products,China,China,United Kingdom,F,41.6,Barlcays,1
#3669 333,13-Oct-20,Tuesday,14,MasterCard,PIN,£28,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,49.6,Barlcays,0
#3084 436,13-Oct-20,Tuesday,20,Visa,CVC,£129,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,38.6,Metro,0
#2625 423,14-Oct-20,Wednesday,15,MasterCard,PIN,£17,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,54.8,Barclays,0
#2590 041,14-Oct-20,Wednesday,8,Visa,Tap,£25,POS,Children,India,India,United Kingdom,F,33.6,Barclays,1
#3377 209,13-Oct-20,Tuesday,18,Visa,CVC,£149,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,53.4,RBS,0
#2916 934,14-Oct-20,Wednesday,16,Visa,PIN,£97,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,34.4,Monzo,0
#3026 194,13-Oct-20,Tuesday,17,MasterCard,PIN,£8,ATM,Children,India,United Kingdom,India,F,34.4,Monzo,1
#2905 909,13-Oct-20,Tuesday,22,Visa,CVC,£13,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,28.2,Barclays,0
#2951 272,13-Oct-20,Tuesday,9,MasterCard,CVC,£151,Online,Products,United Kingdom,Russia,United Kingdom,M,36.9,Barlcays,0
#3091 398,14-Oct-20,Wednesday,20,MasterCard,PIN,£380,ATM,Services,USA,USA,USA,F,38.8,RBS,0
#3205 124,14-Oct-20,Wednesday,23,MasterCard,CVC,£5,Online,Products,USA,USA,United Kingdom,M,33.2,Barclays,1
#3362 864,13-Oct-20,Tuesday,7,MasterCard,Tap,£7,POS,Fashion,China,China,United Kingdom,F,49.6,RBS,1
#3263 300,14-Oct-20,Wednesday,11,Visa,PIN,£19,ATM,Products,India,India,United Kingdom,M,36.1,Barclays,1
#3208 913,13-Oct-20,Tuesday,15,Visa,PIN,£393,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,33.3,Metro,0
#2681 900,13-Oct-20,Tuesday,4,MasterCard,PIN,£13,ATM,Subscription,China,China,United Kingdom,M,47.2,Barclays,1
#2562 607,13-Oct-20,Tuesday,9,MasterCard,PIN,£125,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,49.1,Metro,0
#3190 942,13-Oct-20,Tuesday,15,MasterCard,CVC,£360,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,38.2,Lloyds,0
#3483 645,13-Oct-20,Tuesday,2,MasterCard,Tap,£8,POS,Children,Russia,Russia,United Kingdom,F,30.0,Barclays,1
#3593 558,14-Oct-20,Wednesday,20,MasterCard,CVC,£8,Online,Fashion,Russia,Russia,United Kingdom,F,42.0,Metro,1
#2604 308,13-Oct-20,Tuesday,1,Visa,CVC,£81,Online,Fashion,India,India,United Kingdom,M,42.6,HSBC,1
#3262 151,14-Oct-20,Wednesday,19,Visa,CVC,£21,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,33.0,Monzo,0
#2639 751,14-Oct-20,Wednesday,22,MasterCard,PIN,£345,ATM,Restaurant,Russia,Russia,Russia,F,49.3,Lloyds,0
#3257 493,14-Oct-20,Wednesday,0,MasterCard,Tap,£30,POS,Food,India,India,United Kingdom,F,49.7,Barclays,1
#3125 344,14-Oct-20,Wednesday,3,Visa,Tap,£8,POS,Services,China,China,United Kingdom,M,54.2,Halifax,1
#2764 199,14-Oct-20,Wednesday,15,Visa,CVC,£22,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,58.7,Metro,0
#2759 321,13-Oct-20,Tuesday,8,Visa,CVC,£30,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,42.3,Barclays,0
#3525 005,13-Oct-20,Tuesday,18,Visa,PIN,£7,ATM,Restaurant,China,China,United Kingdom,M,45.6,Barclays,1
#3602 464,14-Oct-20,Wednesday,1,MasterCard,PIN,£30,ATM,Fashion,China,China,United Kingdom,M,33.9,Barclays,1
#3197 142,13-Oct-20,Tuesday,16,Visa,PIN,£25,POS,Electronics,United Kingdom,Russia,United Kingdom,M,41.2,Metro,1
#3601 124,14-Oct-20,Wednesday,8,Visa,PIN,£11,ATM,Fashion,India,India,United Kingdom,M,31.4,Halifax,1
#2687 320,14-Oct-20,Wednesday,8,MasterCard,PIN,£108,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,33.5,Barclays,0
#3349 579,13-Oct-20,Tuesday,15,Visa,PIN,£26,ATM,Restaurant,USA,USA,United Kingdom,F,57.0,RBS,0
